freq,unit,geo,time,obs_value
A,PPS_HAB_EU27_2020,AL02,2012,36
A,PPS_HAB_EU27_2020,AL02,2013,34
A,PPS_HAB_EU27_2020,AL02,2014,36
A,PPS_HAB_EU27_2020,AL02,2015,37
A,PPS_HAB_EU27_2020,AL02,2016,35
A,PPS_HAB_EU27_2020,AL02,2017,36
A,PPS_HAB_EU27_2020,AL02,2018,37
A,PPS_HAB_EU27_2020,AL02,2019,36
A,PPS_HAB_EU27_2020,AL02,2020,37
A,PPS_HAB_EU27_2020,AL02,2021,38
A,PPS_HAB_EU27_2020,AL03,2008,21
A,PPS_HAB_EU27_2020,AL03,2009,23
A,PPS_HAB_EU27_2020,AL03,2010,25
A,PPS_HAB_EU27_2020,AL03,2011,28
A,PPS_HAB_EU27_2020,AL03,2012,29
A,PPS_HAB_EU27_2020,AL03,2013,28
A,PPS_HAB_EU27_2020,AL03,2014,30
A,PPS_HAB_EU27_2020,AL03,2015,28
A,PPS_HAB_EU27_2020,AL03,2016,27
A,PPS_HAB_EU27_2020,AL03,2017,27
A,PPS_HAB_EU27_2020,AL03,2018,27
A,PPS_HAB_EU27_2020,AL03,2019,27
A,PPS_HAB_EU27_2020,AL03,2020,28
A,PPS_HAB_EU27_2020,AL03,2021,28
A,PPS_HAB_EU27_2020,AT,2000,132
A,PPS_HAB_EU27_2020,AT,2001,127
A,PPS_HAB_EU27_2020,AT,2002,128
A,PPS_HAB_EU27_2020,AT,2003,129
A,PPS_HAB_EU27_2020,AT,2004,129
A,PPS_HAB_EU27_2020,AT,2005,130
A,PPS_HAB_EU27_2020,AT,2006,128
A,PPS_HAB_EU27_2020,AT,2007,126
A,PPS_HAB_EU27_2020,AT,2008,126
A,PPS_HAB_EU27_2020,AT,2009,128
A,PPS_HAB_EU27_2020,AT,2010,127
A,PPS_HAB_EU27_2020,AT,2011,128
A,PPS_HAB_EU27_2020,AT,2012,132
A,PPS_HAB_EU27_2020,AT,2013,131
A,PPS_HAB_EU27_2020,AT,2014,130
A,PPS_HAB_EU27_2020,AT,2015,129
A,PPS_HAB_EU27_2020,AT,2016,129
A,PPS_HAB_EU27_2020,AT,2017,126
A,PPS_HAB_EU27_2020,AT,2018,126
A,PPS_HAB_EU27_2020,AT,2019,124
A,PPS_HAB_EU27_2020,AT,2020,123
A,PPS_HAB_EU27_2020,AT,2021,121
A,PPS_HAB_EU27_2020,AT,2022,123
A,PPS_HAB_EU27_2020,AT,2023,120
A,PPS_HAB_EU27_2020,AT1,2000,141
A,PPS_HAB_EU27_2020,AT1,2001,134
A,PPS_HAB_EU27_2020,AT1,2002,135
A,PPS_HAB_EU27_2020,AT1,2003,135
A,PPS_HAB_EU27_2020,AT1,2004,135
A,PPS_HAB_EU27_2020,AT1,2005,134
A,PPS_HAB_EU27_2020,AT1,2006,132
A,PPS_HAB_EU27_2020,AT1,2007,129
A,PPS_HAB_EU27_2020,AT1,2008,129
A,PPS_HAB_EU27_2020,AT1,2009,132
A,PPS_HAB_EU27_2020,AT1,2010,130
A,PPS_HAB_EU27_2020,AT1,2011,130
A,PPS_HAB_EU27_2020,AT1,2012,133
A,PPS_HAB_EU27_2020,AT1,2013,132
A,PPS_HAB_EU27_2020,AT1,2014,130
A,PPS_HAB_EU27_2020,AT1,2015,129
A,PPS_HAB_EU27_2020,AT1,2016,128
A,PPS_HAB_EU27_2020,AT1,2017,124
A,PPS_HAB_EU27_2020,AT1,2018,125
A,PPS_HAB_EU27_2020,AT1,2019,123
A,PPS_HAB_EU27_2020,AT1,2020,121
A,PPS_HAB_EU27_2020,AT1,2021,120
A,PPS_HAB_EU27_2020,AT1,2022,119
A,PPS_HAB_EU27_2020,AT1,2023,117
A,PPS_HAB_EU27_2020,AT11,2000,88
A,PPS_HAB_EU27_2020,AT11,2001,85
A,PPS_HAB_EU27_2020,AT11,2002,86
A,PPS_HAB_EU27_2020,AT11,2003,87
A,PPS_HAB_EU27_2020,AT11,2004,88
A,PPS_HAB_EU27_2020,AT11,2005,85
A,PPS_HAB_EU27_2020,AT11,2006,83
A,PPS_HAB_EU27_2020,AT11,2007,82
A,PPS_HAB_EU27_2020,AT11,2008,80
A,PPS_HAB_EU27_2020,AT11,2009,83
A,PPS_HAB_EU27_2020,AT11,2010,84
A,PPS_HAB_EU27_2020,AT11,2011,85
A,PPS_HAB_EU27_2020,AT11,2012,89
A,PPS_HAB_EU27_2020,AT11,2013,90
A,PPS_HAB_EU27_2020,AT11,2014,89
A,PPS_HAB_EU27_2020,AT11,2015,91
A,PPS_HAB_EU27_2020,AT11,2016,90
A,PPS_HAB_EU27_2020,AT11,2017,89
A,PPS_HAB_EU27_2020,AT11,2018,88
A,PPS_HAB_EU27_2020,AT11,2019,86
A,PPS_HAB_EU27_2020,AT11,2020,86
A,PPS_HAB_EU27_2020,AT11,2021,85
A,PPS_HAB_EU27_2020,AT11,2022,86
A,PPS_HAB_EU27_2020,AT11,2023,84
A,PPS_HAB_EU27_2020,AT12,2000,109
A,PPS_HAB_EU27_2020,AT12,2001,103
A,PPS_HAB_EU27_2020,AT12,2002,102
A,PPS_HAB_EU27_2020,AT12,2003,103
A,PPS_HAB_EU27_2020,AT12,2004,106
A,PPS_HAB_EU27_2020,AT12,2005,105
A,PPS_HAB_EU27_2020,AT12,2006,104
A,PPS_HAB_EU27_2020,AT12,2007,103
A,PPS_HAB_EU27_2020,AT12,2008,103
A,PPS_HAB_EU27_2020,AT12,2009,104
A,PPS_HAB_EU27_2020,AT12,2010,103
A,PPS_HAB_EU27_2020,AT12,2011,105
A,PPS_HAB_EU27_2020,AT12,2012,108
A,PPS_HAB_EU27_2020,AT12,2013,108
A,PPS_HAB_EU27_2020,AT12,2014,107
A,PPS_HAB_EU27_2020,AT12,2015,107
A,PPS_HAB_EU27_2020,AT12,2016,107
A,PPS_HAB_EU27_2020,AT12,2017,105
A,PPS_HAB_EU27_2020,AT12,2018,105
A,PPS_HAB_EU27_2020,AT12,2019,105
A,PPS_HAB_EU27_2020,AT12,2020,101
A,PPS_HAB_EU27_2020,AT12,2021,100
A,PPS_HAB_EU27_2020,AT12,2022,101
A,PPS_HAB_EU27_2020,AT12,2023,98
A,PPS_HAB_EU27_2020,AT13,2000,181
A,PPS_HAB_EU27_2020,AT13,2001,174
A,PPS_HAB_EU27_2020,AT13,2002,176
A,PPS_HAB_EU27_2020,AT13,2003,174
A,PPS_HAB_EU27_2020,AT13,2004,171
A,PPS_HAB_EU27_2020,AT13,2005,170
A,PPS_HAB_EU27_2020,AT13,2006,167
A,PPS_HAB_EU27_2020,AT13,2007,162
A,PPS_HAB_EU27_2020,AT13,2008,162
A,PPS_HAB_EU27_2020,AT13,2009,166
A,PPS_HAB_EU27_2020,AT13,2010,163
A,PPS_HAB_EU27_2020,AT13,2011,162
A,PPS_HAB_EU27_2020,AT13,2012,164
A,PPS_HAB_EU27_2020,AT13,2013,162
A,PPS_HAB_EU27_2020,AT13,2014,158
A,PPS_HAB_EU27_2020,AT13,2015,155
A,PPS_HAB_EU27_2020,AT13,2016,154
A,PPS_HAB_EU27_2020,AT13,2017,147
A,PPS_HAB_EU27_2020,AT13,2018,148
A,PPS_HAB_EU27_2020,AT13,2019,144
A,PPS_HAB_EU27_2020,AT13,2020,144
A,PPS_HAB_EU27_2020,AT13,2021,143
A,PPS_HAB_EU27_2020,AT13,2022,140
A,PPS_HAB_EU27_2020,AT13,2023,138
A,PPS_HAB_EU27_2020,AT2,2000,114
A,PPS_HAB_EU27_2020,AT2,2001,110
A,PPS_HAB_EU27_2020,AT2,2002,110
A,PPS_HAB_EU27_2020,AT2,2003,113
A,PPS_HAB_EU27_2020,AT2,2004,114
A,PPS_HAB_EU27_2020,AT2,2005,113
A,PPS_HAB_EU27_2020,AT2,2006,113
A,PPS_HAB_EU27_2020,AT2,2007,112
A,PPS_HAB_EU27_2020,AT2,2008,112
A,PPS_HAB_EU27_2020,AT2,2009,112
A,PPS_HAB_EU27_2020,AT2,2010,111
A,PPS_HAB_EU27_2020,AT2,2011,113
A,PPS_HAB_EU27_2020,AT2,2012,118
A,PPS_HAB_EU27_2020,AT2,2013,116
A,PPS_HAB_EU27_2020,AT2,2014,116
A,PPS_HAB_EU27_2020,AT2,2015,114
A,PPS_HAB_EU27_2020,AT2,2016,114
A,PPS_HAB_EU27_2020,AT2,2017,114
A,PPS_HAB_EU27_2020,AT2,2018,113
A,PPS_HAB_EU27_2020,AT2,2019,112
A,PPS_HAB_EU27_2020,AT2,2020,112
A,PPS_HAB_EU27_2020,AT2,2021,110
A,PPS_HAB_EU27_2020,AT2,2022,113
A,PPS_HAB_EU27_2020,AT2,2023,111
A,PPS_HAB_EU27_2020,AT21,2000,111
A,PPS_HAB_EU27_2020,AT21,2001,107
A,PPS_HAB_EU27_2020,AT21,2002,108
A,PPS_HAB_EU27_2020,AT21,2003,110
A,PPS_HAB_EU27_2020,AT21,2004,111
A,PPS_HAB_EU27_2020,AT21,2005,110
A,PPS_HAB_EU27_2020,AT21,2006,110
A,PPS_HAB_EU27_2020,AT21,2007,109
A,PPS_HAB_EU27_2020,AT21,2008,110
A,PPS_HAB_EU27_2020,AT21,2009,108
A,PPS_HAB_EU27_2020,AT21,2010,108
A,PPS_HAB_EU27_2020,AT21,2011,110
A,PPS_HAB_EU27_2020,AT21,2012,113
A,PPS_HAB_EU27_2020,AT21,2013,112
A,PPS_HAB_EU27_2020,AT21,2014,113
A,PPS_HAB_EU27_2020,AT21,2015,110
A,PPS_HAB_EU27_2020,AT21,2016,109
A,PPS_HAB_EU27_2020,AT21,2017,108
A,PPS_HAB_EU27_2020,AT21,2018,109
A,PPS_HAB_EU27_2020,AT21,2019,108
A,PPS_HAB_EU27_2020,AT21,2020,109
A,PPS_HAB_EU27_2020,AT21,2021,107
A,PPS_HAB_EU27_2020,AT21,2022,110
A,PPS_HAB_EU27_2020,AT21,2023,108
A,PPS_HAB_EU27_2020,AT22,2000,116
A,PPS_HAB_EU27_2020,AT22,2001,112
A,PPS_HAB_EU27_2020,AT22,2002,111
A,PPS_HAB_EU27_2020,AT22,2003,114
A,PPS_HAB_EU27_2020,AT22,2004,115
A,PPS_HAB_EU27_2020,AT22,2005,115
A,PPS_HAB_EU27_2020,AT22,2006,114
A,PPS_HAB_EU27_2020,AT22,2007,113
A,PPS_HAB_EU27_2020,AT22,2008,113
A,PPS_HAB_EU27_2020,AT22,2009,114
A,PPS_HAB_EU27_2020,AT22,2010,113
A,PPS_HAB_EU27_2020,AT22,2011,115
A,PPS_HAB_EU27_2020,AT22,2012,120
A,PPS_HAB_EU27_2020,AT22,2013,118
A,PPS_HAB_EU27_2020,AT22,2014,118
A,PPS_HAB_EU27_2020,AT22,2015,116
A,PPS_HAB_EU27_2020,AT22,2016,117
A,PPS_HAB_EU27_2020,AT22,2017,116
A,PPS_HAB_EU27_2020,AT22,2018,115
A,PPS_HAB_EU27_2020,AT22,2019,115
A,PPS_HAB_EU27_2020,AT22,2020,113
A,PPS_HAB_EU27_2020,AT22,2021,111
A,PPS_HAB_EU27_2020,AT22,2022,114
A,PPS_HAB_EU27_2020,AT22,2023,112
A,PPS_HAB_EU27_2020,AT3,2000,133
A,PPS_HAB_EU27_2020,AT3,2001,129
A,PPS_HAB_EU27_2020,AT3,2002,130
A,PPS_HAB_EU27_2020,AT3,2003,132
A,PPS_HAB_EU27_2020,AT3,2004,132
A,PPS_HAB_EU27_2020,AT3,2005,134
A,PPS_HAB_EU27_2020,AT3,2006,133
A,PPS_HAB_EU27_2020,AT3,2007,131
A,PPS_HAB_EU27_2020,AT3,2008,130
A,PPS_HAB_EU27_2020,AT3,2009,132
A,PPS_HAB_EU27_2020,AT3,2010,131
A,PPS_HAB_EU27_2020,AT3,2011,134
A,PPS_HAB_EU27_2020,AT3,2012,138
A,PPS_HAB_EU27_2020,AT3,2013,139
A,PPS_HAB_EU27_2020,AT3,2014,137
A,PPS_HAB_EU27_2020,AT3,2015,138
A,PPS_HAB_EU27_2020,AT3,2016,137
A,PPS_HAB_EU27_2020,AT3,2017,134
A,PPS_HAB_EU27_2020,AT3,2018,135
A,PPS_HAB_EU27_2020,AT3,2019,132
A,PPS_HAB_EU27_2020,AT3,2020,131
A,PPS_HAB_EU27_2020,AT3,2021,128
A,PPS_HAB_EU27_2020,AT3,2022,133
A,PPS_HAB_EU27_2020,AT3,2023,129
A,PPS_HAB_EU27_2020,AT31,2000,127
A,PPS_HAB_EU27_2020,AT31,2001,125
A,PPS_HAB_EU27_2020,AT31,2002,125
A,PPS_HAB_EU27_2020,AT31,2003,128
A,PPS_HAB_EU27_2020,AT31,2004,127
A,PPS_HAB_EU27_2020,AT31,2005,129
A,PPS_HAB_EU27_2020,AT31,2006,128
A,PPS_HAB_EU27_2020,AT31,2007,126
A,PPS_HAB_EU27_2020,AT31,2008,128
A,PPS_HAB_EU27_2020,AT31,2009,128
A,PPS_HAB_EU27_2020,AT31,2010,127
A,PPS_HAB_EU27_2020,AT31,2011,130
A,PPS_HAB_EU27_2020,AT31,2012,134
A,PPS_HAB_EU27_2020,AT31,2013,135
A,PPS_HAB_EU27_2020,AT31,2014,134
A,PPS_HAB_EU27_2020,AT31,2015,133
A,PPS_HAB_EU27_2020,AT31,2016,132
A,PPS_HAB_EU27_2020,AT31,2017,130
A,PPS_HAB_EU27_2020,AT31,2018,131
A,PPS_HAB_EU27_2020,AT31,2019,129
A,PPS_HAB_EU27_2020,AT31,2020,128
A,PPS_HAB_EU27_2020,AT31,2021,127
A,PPS_HAB_EU27_2020,AT31,2022,127
A,PPS_HAB_EU27_2020,AT31,2023,124
A,PPS_HAB_EU27_2020,AT32,2000,145
A,PPS_HAB_EU27_2020,AT32,2001,140
A,PPS_HAB_EU27_2020,AT32,2002,141
A,PPS_HAB_EU27_2020,AT32,2003,144
A,PPS_HAB_EU27_2020,AT32,2004,146
A,PPS_HAB_EU27_2020,AT32,2005,146
A,PPS_HAB_EU27_2020,AT32,2006,145
A,PPS_HAB_EU27_2020,AT32,2007,145
A,PPS_HAB_EU27_2020,AT32,2008,143
A,PPS_HAB_EU27_2020,AT32,2009,145
A,PPS_HAB_EU27_2020,AT32,2010,147
A,PPS_HAB_EU27_2020,AT32,2011,149
A,PPS_HAB_EU27_2020,AT32,2012,155
A,PPS_HAB_EU27_2020,AT32,2013,152
A,PPS_HAB_EU27_2020,AT32,2014,149
A,PPS_HAB_EU27_2020,AT32,2015,150
A,PPS_HAB_EU27_2020,AT32,2016,151
A,PPS_HAB_EU27_2020,AT32,2017,147
A,PPS_HAB_EU27_2020,AT32,2018,147
A,PPS_HAB_EU27_2020,AT32,2019,145
A,PPS_HAB_EU27_2020,AT32,2020,145
A,PPS_HAB_EU27_2020,AT32,2021,140
A,PPS_HAB_EU27_2020,AT32,2022,149
A,PPS_HAB_EU27_2020,AT32,2023,147
A,PPS_HAB_EU27_2020,AT33,2000,133
A,PPS_HAB_EU27_2020,AT33,2001,129
A,PPS_HAB_EU27_2020,AT33,2002,130
A,PPS_HAB_EU27_2020,AT33,2003,132
A,PPS_HAB_EU27_2020,AT33,2004,130
A,PPS_HAB_EU27_2020,AT33,2005,133
A,PPS_HAB_EU27_2020,AT33,2006,132
A,PPS_HAB_EU27_2020,AT33,2007,128
A,PPS_HAB_EU27_2020,AT33,2008,126
A,PPS_HAB_EU27_2020,AT33,2009,130
A,PPS_HAB_EU27_2020,AT33,2010,129
A,PPS_HAB_EU27_2020,AT33,2011,129
A,PPS_HAB_EU27_2020,AT33,2012,135
A,PPS_HAB_EU27_2020,AT33,2013,136
A,PPS_HAB_EU27_2020,AT33,2014,134
A,PPS_HAB_EU27_2020,AT33,2015,135
A,PPS_HAB_EU27_2020,AT33,2016,134
A,PPS_HAB_EU27_2020,AT33,2017,131
A,PPS_HAB_EU27_2020,AT33,2018,132
A,PPS_HAB_EU27_2020,AT33,2019,130
A,PPS_HAB_EU27_2020,AT33,2020,127
A,PPS_HAB_EU27_2020,AT33,2021,119
A,PPS_HAB_EU27_2020,AT33,2022,127
A,PPS_HAB_EU27_2020,AT33,2023,126
A,PPS_HAB_EU27_2020,AT34,2000,137
A,PPS_HAB_EU27_2020,AT34,2001,131
A,PPS_HAB_EU27_2020,AT34,2002,132
A,PPS_HAB_EU27_2020,AT34,2003,133
A,PPS_HAB_EU27_2020,AT34,2004,133
A,PPS_HAB_EU27_2020,AT34,2005,134
A,PPS_HAB_EU27_2020,AT34,2006,132
A,PPS_HAB_EU27_2020,AT34,2007,130
A,PPS_HAB_EU27_2020,AT34,2008,129
A,PPS_HAB_EU27_2020,AT34,2009,132
A,PPS_HAB_EU27_2020,AT34,2010,130
A,PPS_HAB_EU27_2020,AT34,2011,133
A,PPS_HAB_EU27_2020,AT34,2012,136
A,PPS_HAB_EU27_2020,AT34,2013,139
A,PPS_HAB_EU27_2020,AT34,2014,140
A,PPS_HAB_EU27_2020,AT34,2015,144
A,PPS_HAB_EU27_2020,AT34,2016,139
A,PPS_HAB_EU27_2020,AT34,2017,137
A,PPS_HAB_EU27_2020,AT34,2018,142
A,PPS_HAB_EU27_2020,AT34,2019,132
A,PPS_HAB_EU27_2020,AT34,2020,132
A,PPS_HAB_EU27_2020,AT34,2021,137
A,PPS_HAB_EU27_2020,AT34,2022,147
A,PPS_HAB_EU27_2020,AT34,2023,126
A,PPS_HAB_EU27_2020,BE,2000,126
A,PPS_HAB_EU27_2020,BE,2001,124
A,PPS_HAB_EU27_2020,BE,2002,125
A,PPS_HAB_EU27_2020,BE,2003,125
A,PPS_HAB_EU27_2020,BE,2004,124
A,PPS_HAB_EU27_2020,BE,2005,124
A,PPS_HAB_EU27_2020,BE,2006,121
A,PPS_HAB_EU27_2020,BE,2007,118
A,PPS_HAB_EU27_2020,BE,2008,116
A,PPS_HAB_EU27_2020,BE,2009,118
A,PPS_HAB_EU27_2020,BE,2010,121
A,PPS_HAB_EU27_2020,BE,2011,119
A,PPS_HAB_EU27_2020,BE,2012,121
A,PPS_HAB_EU27_2020,BE,2013,121
A,PPS_HAB_EU27_2020,BE,2014,121
A,PPS_HAB_EU27_2020,BE,2015,120
A,PPS_HAB_EU27_2020,BE,2016,119
A,PPS_HAB_EU27_2020,BE,2017,118
A,PPS_HAB_EU27_2020,BE,2018,117
A,PPS_HAB_EU27_2020,BE,2019,116
A,PPS_HAB_EU27_2020,BE,2020,118
A,PPS_HAB_EU27_2020,BE,2021,117
A,PPS_HAB_EU27_2020,BE,2022,119
A,PPS_HAB_EU27_2020,BE,2023,118
A,PPS_HAB_EU27_2020,BE1,2003,253
A,PPS_HAB_EU27_2020,BE1,2004,250
A,PPS_HAB_EU27_2020,BE1,2005,245
A,PPS_HAB_EU27_2020,BE1,2006,238
A,PPS_HAB_EU27_2020,BE1,2007,227
A,PPS_HAB_EU27_2020,BE1,2008,219
A,PPS_HAB_EU27_2020,BE1,2009,225
A,PPS_HAB_EU27_2020,BE1,2010,227
A,PPS_HAB_EU27_2020,BE1,2011,216
A,PPS_HAB_EU27_2020,BE1,2012,220
A,PPS_HAB_EU27_2020,BE1,2013,218
A,PPS_HAB_EU27_2020,BE1,2014,217
A,PPS_HAB_EU27_2020,BE1,2015,215
A,PPS_HAB_EU27_2020,BE1,2016,210
A,PPS_HAB_EU27_2020,BE1,2017,206
A,PPS_HAB_EU27_2020,BE1,2018,202
A,PPS_HAB_EU27_2020,BE1,2019,200
A,PPS_HAB_EU27_2020,BE1,2020,202
A,PPS_HAB_EU27_2020,BE1,2021,197
A,PPS_HAB_EU27_2020,BE1,2022,194
A,PPS_HAB_EU27_2020,BE1,2023,191
A,PPS_HAB_EU27_2020,BE10,2003,253
A,PPS_HAB_EU27_2020,BE10,2004,250
A,PPS_HAB_EU27_2020,BE10,2005,245
A,PPS_HAB_EU27_2020,BE10,2006,238
A,PPS_HAB_EU27_2020,BE10,2007,227
A,PPS_HAB_EU27_2020,BE10,2008,219
A,PPS_HAB_EU27_2020,BE10,2009,225
A,PPS_HAB_EU27_2020,BE10,2010,227
A,PPS_HAB_EU27_2020,BE10,2011,216
A,PPS_HAB_EU27_2020,BE10,2012,220
A,PPS_HAB_EU27_2020,BE10,2013,218
A,PPS_HAB_EU27_2020,BE10,2014,217
A,PPS_HAB_EU27_2020,BE10,2015,215
A,PPS_HAB_EU27_2020,BE10,2016,210
A,PPS_HAB_EU27_2020,BE10,2017,206
A,PPS_HAB_EU27_2020,BE10,2018,202
A,PPS_HAB_EU27_2020,BE10,2019,200
A,PPS_HAB_EU27_2020,BE10,2020,202
A,PPS_HAB_EU27_2020,BE10,2021,197
A,PPS_HAB_EU27_2020,BE10,2022,194
A,PPS_HAB_EU27_2020,BE10,2023,191
A,PPS_HAB_EU27_2020,BE2,2003,124
A,PPS_HAB_EU27_2020,BE2,2004,122
A,PPS_HAB_EU27_2020,BE2,2005,122
A,PPS_HAB_EU27_2020,BE2,2006,120
A,PPS_HAB_EU27_2020,BE2,2007,119
A,PPS_HAB_EU27_2020,BE2,2008,117
A,PPS_HAB_EU27_2020,BE2,2009,118
A,PPS_HAB_EU27_2020,BE2,2010,120
A,PPS_HAB_EU27_2020,BE2,2011,119
A,PPS_HAB_EU27_2020,BE2,2012,121
A,PPS_HAB_EU27_2020,BE2,2013,122
A,PPS_HAB_EU27_2020,BE2,2014,122
A,PPS_HAB_EU27_2020,BE2,2015,122
A,PPS_HAB_EU27_2020,BE2,2016,121
A,PPS_HAB_EU27_2020,BE2,2017,120
A,PPS_HAB_EU27_2020,BE2,2018,119
A,PPS_HAB_EU27_2020,BE2,2019,118
A,PPS_HAB_EU27_2020,BE2,2020,119
A,PPS_HAB_EU27_2020,BE2,2021,120
A,PPS_HAB_EU27_2020,BE2,2022,123
A,PPS_HAB_EU27_2020,BE2,2023,121
A,PPS_HAB_EU27_2020,BE21,2003,145
A,PPS_HAB_EU27_2020,BE21,2004,145
A,PPS_HAB_EU27_2020,BE21,2005,147
A,PPS_HAB_EU27_2020,BE21,2006,142
A,PPS_HAB_EU27_2020,BE21,2007,140
A,PPS_HAB_EU27_2020,BE21,2008,138
A,PPS_HAB_EU27_2020,BE21,2009,138
A,PPS_HAB_EU27_2020,BE21,2010,141
A,PPS_HAB_EU27_2020,BE21,2011,139
A,PPS_HAB_EU27_2020,BE21,2012,141
A,PPS_HAB_EU27_2020,BE21,2013,141
A,PPS_HAB_EU27_2020,BE21,2014,141
A,PPS_HAB_EU27_2020,BE21,2015,142
A,PPS_HAB_EU27_2020,BE21,2016,141
A,PPS_HAB_EU27_2020,BE21,2017,139
A,PPS_HAB_EU27_2020,BE21,2018,138
A,PPS_HAB_EU27_2020,BE21,2019,137
A,PPS_HAB_EU27_2020,BE21,2020,140
A,PPS_HAB_EU27_2020,BE21,2021,137
A,PPS_HAB_EU27_2020,BE21,2022,141
A,PPS_HAB_EU27_2020,BE21,2023,138
A,PPS_HAB_EU27_2020,BE22,2003,105
A,PPS_HAB_EU27_2020,BE22,2004,101
A,PPS_HAB_EU27_2020,BE22,2005,99
A,PPS_HAB_EU27_2020,BE22,2006,98
A,PPS_HAB_EU27_2020,BE22,2007,97
A,PPS_HAB_EU27_2020,BE22,2008,97
A,PPS_HAB_EU27_2020,BE22,2009,94
A,PPS_HAB_EU27_2020,BE22,2010,97
A,PPS_HAB_EU27_2020,BE22,2011,97
A,PPS_HAB_EU27_2020,BE22,2012,99
A,PPS_HAB_EU27_2020,BE22,2013,99
A,PPS_HAB_EU27_2020,BE22,2014,100
A,PPS_HAB_EU27_2020,BE22,2015,97
A,PPS_HAB_EU27_2020,BE22,2016,97
A,PPS_HAB_EU27_2020,BE22,2017,96
A,PPS_HAB_EU27_2020,BE22,2018,96
A,PPS_HAB_EU27_2020,BE22,2019,94
A,PPS_HAB_EU27_2020,BE22,2020,94
A,PPS_HAB_EU27_2020,BE22,2021,94
A,PPS_HAB_EU27_2020,BE22,2022,96
A,PPS_HAB_EU27_2020,BE22,2023,95
A,PPS_HAB_EU27_2020,BE23,2003,111
A,PPS_HAB_EU27_2020,BE23,2004,110
A,PPS_HAB_EU27_2020,BE23,2005,109
A,PPS_HAB_EU27_2020,BE23,2006,107
A,PPS_HAB_EU27_2020,BE23,2007,106
A,PPS_HAB_EU27_2020,BE23,2008,104
A,PPS_HAB_EU27_2020,BE23,2009,107
A,PPS_HAB_EU27_2020,BE23,2010,108
A,PPS_HAB_EU27_2020,BE23,2011,107
A,PPS_HAB_EU27_2020,BE23,2012,109
A,PPS_HAB_EU27_2020,BE23,2013,110
A,PPS_HAB_EU27_2020,BE23,2014,109
A,PPS_HAB_EU27_2020,BE23,2015,110
A,PPS_HAB_EU27_2020,BE23,2016,109
A,PPS_HAB_EU27_2020,BE23,2017,109
A,PPS_HAB_EU27_2020,BE23,2018,107
A,PPS_HAB_EU27_2020,BE23,2019,106
A,PPS_HAB_EU27_2020,BE23,2020,108
A,PPS_HAB_EU27_2020,BE23,2021,110
A,PPS_HAB_EU27_2020,BE23,2022,113
A,PPS_HAB_EU27_2020,BE23,2023,110
A,PPS_HAB_EU27_2020,BE24,2003,128
A,PPS_HAB_EU27_2020,BE24,2004,127
A,PPS_HAB_EU27_2020,BE24,2005,127
A,PPS_HAB_EU27_2020,BE24,2006,126
A,PPS_HAB_EU27_2020,BE24,2007,124
A,PPS_HAB_EU27_2020,BE24,2008,122
A,PPS_HAB_EU27_2020,BE24,2009,127
